Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount
Alex Johnson,daniel.anderson@example.com,Germany,1,28,126254.45,20551.34,154141.69,59666.55
Daniel Anderson,alex.johnson@example.com,Germany,1,67,77281.69,23959.4,1753989.36,56230.01
John Doe,jessica.taylor@example.com,Canada,1,63,152287.74,23128.49,972985.18,88121.45
Lisa White,emily.davis@example.com,Germany,1,60,150151.71,21956.51,508610.89,6515.95
John Doe,patricia.garcia@example.com,Germany,1,32,71826.18,5071.23,399714.71,91263.39
John Doe,emily.davis@example.com,Germany,0,56,59375.27,1996.09,1412732.42,39266.57
Sarah Wilson,alex.johnson@example.com,USA,1,64,99883.91,11723.48,1176238.2,72872.55
Michael Brown,karen.clark@example.com,USA,1,48,102542.78,4458.42,1349289,54453.44
Steven Martinez,lisa.white@example.com,UK,1,24,83495.27,2946.82,831974.58,88562.17
Chris Lee,patricia.garcia@example.com,USA,1,66,85995.11,21402.3,267229.37,66316
Lisa White,john.doe@example.com,Canada,1,64,97731.75,9948.79,628610.76,41017.84
Jane Smith,patricia.garcia@example.com,USA,0,21,95065.03,22431.51,736894.96,90091.5
Jane Smith,emily.davis@example.com,UK,1,52,150531.59,25065.38,298212.12,36823.65
Jane Smith,chris.lee@example.com,USA,1,60,62540.7,2666.19,621814.6,34369.01
Daniel Anderson,andrew.martin@example.com,USA,0,67,150677.07,17255.46,1259730.71,25582.84
Karen Clark,daniel.anderson@example.com,USA,1,32,156956.78,1384.86,850691.07,85535.83
Jane Smith,karen.clark@example.com,Australia,0,24,97854.35,7805.87,1655267.91,57988.06
Chris Lee,mark.thompson@example.com,Australia,0,56,153739.02,26045.2,1297361.43,63840.04
Jessica Taylor,alex.johnson@example.com,Germany,0,25,149034.38,10530.46,573568.41,76559.02
Alex Johnson,steven.martinez@example.com,Germany,1,42,100017.77,16468.79,1389456.6,63258.43
Andrew Martin,patricia.garcia@example.com,Germany,0,64,95903.92,8830.14,844606.11,82960.68
Karen Clark,sarah.wilson@example.com,Canada,0,37,151679,1438.05,242524.02,10534.44
John Doe,lisa.white@example.com,Canada,0,34,76503.82,17062.11,585930.33,83056.84
Patricia Garcia,andrew.martin@example.com,Germany,0,19,172717.97,26637.1,1211232.06,63893.73
Jane Smith,andrew.martin@example.com,Canada,1,26,122931.99,4431.14,466252.15,94900.75
Sarah Wilson,lisa.white@example.com,Canada,0,40,174817,24146.73,338990.83,74422.41
Sarah Wilson,daniel.anderson@example.com,Canada,0,23,164956.89,2746.4,1031020.13,18964.02
Daniel Anderson,andrew.martin@example.com,Germany,0,65,102389.98,31877.37,740469.72,13966.2
Karen Clark,daniel.anderson@example.com,USA,0,29,33404.5,29446.33,415927.96,22496.03
Mark Thompson,patricia.garcia@example.com,Germany,0,40,84888.14,27876.49,471441.29,14304.91
Mark Thompson,emily.davis@example.com,Canada,0,63,72100.32,24966.26,1572789.75,71956
Sarah Wilson,jane.smith@example.com,USA,0,19,65618.34,28882.77,456432.74,46218.68
Mark Thompson,michael.brown@example.com,USA,1,52,149065.65,16205.39,721780.06,25698.11
Emily Davis,steven.martinez@example.com,Australia,1,22,89838.92,27884.15,725842.33,97404.11
Emily Davis,jessica.taylor@example.com,Australia,0,54,82777.04,20941.55,1553714.69,46839.51
Alex Johnson,alex.johnson@example.com,UK,1,56,74042.43,19758.07,305035.18,24190.69
Chris Lee,karen.clark@example.com,USA,0,50,95288.11,7545.06,826709.7,56919.08
Lisa White,john.doe@example.com,Canada,0,46,107675.41,19587.8,888894.32,22137.41
Lisa White,jessica.taylor@example.com,USA,0,22,103339.28,18009.25,400450.06,95430.41
Chris Lee,mark.thompson@example.com,Germany,1,19,75812.76,12073.21,747474.22,31257.4
Mark Thompson,chris.lee@example.com,Germany,1,27,29267.98,29369.83,296650.28,10655.27
Jessica Taylor,sarah.wilson@example.com,Germany,0,24,66744.27,15123.74,386388.06,66979.55
Lisa White,karen.clark@example.com,USA,0,55,58871.2,3694.39,278213.62,12605.07
Karen Clark,daniel.anderson@example.com,USA,1,58,121585.68,23293.51,1428702.32,65111.94
Jessica Taylor,lisa.white@example.com,USA,0,41,96849.89,29417.26,608023.8,40017.21
Chris Lee,jane.smith@example.com,Germany,1,44,132163.23,32576.72,1611753.11,37108.87
Andrew Martin,jane.smith@example.com,Canada,1,64,99004.26,30445.71,1157344.56,84448.09
Sarah Wilson,chris.lee@example.com,Canada,1,62,89068.78,5467.17,689548.44,82890.84
Chris Lee,jessica.taylor@example.com,UK,0,58,117462.36,10158.71,1096649.31,10743.29
Patricia Garcia,jane.smith@example.com,USA,1,57,99243.56,34246.22,987782.52,37098.15
Jessica Taylor,andrew.martin@example.com,Germany,1,46,172116.77,2450.73,189675.28,36836.07
Andrew Martin,andrew.martin@example.com,Canada,0,56,178818.47,17848.21,517144.06,52389.08
Andrew Martin,steven.martinez@example.com,Australia,1,32,76459.5,15526.58,263777.79,13691.52
Alex Johnson,lisa.white@example.com,Germany,0,34,30998.43,4511.86,664497.46,70588.63
Emily Davis,sarah.wilson@example.com,UK,1,67,74604.5,25730.98,703166.55,26448.21
Alex Johnson,emily.davis@example.com,Australia,1,52,122119.19,3893.96,216610.54,39218.61
Sarah Wilson,steven.martinez@example.com,Canada,0,22,132481.79,23707.97,1149498.45,19736.78
Michael Brown,jessica.taylor@example.com,Australia,1,29,56710.29,21401.57,585312.59,8138.65
Karen Clark,daniel.anderson@example.com,USA,1,52,136007.72,19654.72,309053.05,32337.37
Andrew Martin,karen.clark@example.com,UK,0,50,53336.64,10682.54,234668.85,80809.5
Jane Smith,steven.martinez@example.com,Canada,1,67,145048,8318.99,421132.2,93281.49
Steven Martinez,steven.martinez@example.com,UK,0,60,61674.98,1384.7,251897.92,75264.77
Lisa White,mark.thompson@example.com,Canada,1,68,60318.78,34518.15,1495002.59,10812.49
Michael Brown,steven.martinez@example.com,USA,1,50,131704.39,29307.15,459946.22,42165.64
Jessica Taylor,john.doe@example.com,Canada,1,21,89570.05,26022.04,861444.08,32683.62
Patricia Garcia,alex.johnson@example.com,UK,1,56,81458.71,29561.54,1163313.63,86170.5
Sarah Wilson,chris.lee@example.com,USA,0,53,46275.33,8832.68,266219.15,86908.16
Jessica Taylor,steven.martinez@example.com,UK,0,66,108638.75,1361.52,357423.36,52732.8
Steven Martinez,daniel.anderson@example.com,Germany,0,40,120486.81,9822.23,444248.21,93097.86
John Doe,sarah.wilson@example.com,Australia,1,24,102017.55,7662.05,970416.9,29499.88
Chris Lee,patricia.garcia@example.com,UK,1,70,164047.22,10754.37,636229.57,80556.23
Michael Brown,mark.thompson@example.com,Germany,1,63,70695.41,17602.53,1132901.45,30299.53
Jessica Taylor,chris.lee@example.com,Canada,1,54,60418.88,7418.97,526246.87,58549.76
Karen Clark,karen.clark@example.com,USA,0,44,94665.62,24224.94,610055.17,64859.27
Patricia Garcia,alex.johnson@example.com,Germany,1,50,111537.75,29503.19,485514.07,48722.46
Sarah Wilson,emily.davis@example.com,Germany,0,37,72741.99,17374.66,1256697.8,58609.95
Steven Martinez,mark.thompson@example.com,USA,1,66,177683.38,4343.86,409765.01,73788.01
Sarah Wilson,emily.davis@example.com,UK,1,50,109677.97,22952.34,854286.21,61017.83
Chris Lee,john.doe@example.com,Canada,0,49,116606.65,4620.59,1035427.92,43679.26
Jane Smith,andrew.martin@example.com,Canada,1,20,166735.79,7966.01,637463.56,94457.31
Steven Martinez,karen.clark@example.com,USA,0,32,159080.09,17069.56,571359.2,77830.02
Emily Davis,michael.brown@example.com,Germany,1,26,84454.1,29773.24,1275028.13,69798.63
Michael Brown,jane.smith@example.com,USA,0,37,50447.62,15011.65,380417.56,50259.1
Sarah Wilson,alex.johnson@example.com,USA,1,47,31036.98,34547.7,413604.12,8827.63
Sarah Wilson,michael.brown@example.com,Australia,1,44,109610.41,15033.92,1060232.29,54969.48
Jessica Taylor,karen.clark@example.com,Canada,1,43,55327.53,11587.15,298106.84,9086.67
Daniel Anderson,andrew.martin@example.com,Canada,1,37,52726.72,5976.86,452795,75342.9
Mark Thompson,lisa.white@example.com,Australia,1,47,113854.86,8398.01,622695,62015.57
Mark Thompson,sarah.wilson@example.com,Germany,1,28,82073.7,26919.35,1456629.06,79522.21
Andrew Martin,chris.lee@example.com,USA,1,62,74516.47,658.14,1209674.69,91341.97
John Doe,alex.johnson@example.com,Germany,0,22,51472.23,10763.83,269373.74,38917.82
Karen Clark,jessica.taylor@example.com,Germany,0,69,115330.9,27745.23,1663136.63,28026.03
Daniel Anderson,john.doe@example.com,Germany,0,58,59212.86,20377.49,631280.64,5391.09
Alex Johnson,jessica.taylor@example.com,Canada,0,41,82560.34,26747.71,1736968.05,98570.65
Daniel Anderson,emily.davis@example.com,UK,1,65,117979.76,14493.36,1110831.18,17137.58
Daniel Anderson,karen.clark@example.com,Canada,1,39,46113.34,21995.61,787044.21,25003.17
John Doe,michael.brown@example.com,USA,0,51,83548.55,31181.36,814744.4,15684.21
Patricia Garcia,andrew.martin@example.com,Canada,0,46,121982.28,26196.59,929989.45,88428.63
Andrew Martin,michael.brown@example.com,Canada,0,33,74272.85,1252.31,496500.69,21564.55
Lisa White,daniel.anderson@example.com,USA,0,67,149405.4,19879.56,1010785.58,31042.05
Lisa White,chris.lee@example.com,Canada,0,41,122286.01,7548.06,385958.49,22522.1
Sarah Wilson,alex.johnson@example.com,USA,0,51,140842.74,10075.23,1342814.01,14753.93
Jane Smith,jessica.taylor@example.com,Australia,0,25,37789.29,23558.68,1135406.83,97408.36
Lisa White,karen.clark@example.com,Canada,1,44,89534.71,31682.08,1128349.15,5909.87
Patricia Garcia,michael.brown@example.com,Canada,0,25,90807.3,23484.41,1388718.34,26954.52
Emily Davis,emily.davis@example.com,USA,0,30,88368.79,32636.32,750096.4,26274.87
Chris Lee,jane.smith@example.com,Germany,1,20,170810.57,19560.18,377101.72,53500.99
Alex Johnson,andrew.martin@example.com,UK,1,56,100701.19,31961.82,411085.64,37339.73
Andrew Martin,emily.davis@example.com,Canada,1,21,140112.59,24681.78,431038.23,46311.49
Lisa White,mark.thompson@example.com,USA,0,30,168686.01,19266.71,987969.52,65954.23
Karen Clark,daniel.anderson@example.com,Canada,1,53,72378.69,25425.02,335502.75,33589.21
Chris Lee,karen.clark@example.com,USA,0,25,107631.5,26992.93,411296.11,31787.6
Jane Smith,sarah.wilson@example.com,Canada,1,24,52829.32,4636.95,1296789.74,81478.22
Daniel Anderson,john.doe@example.com,Canada,1,30,59282.27,24523.02,642404.66,84277.74
Karen Clark,andrew.martin@example.com,UK,0,40,54152.09,18987.27,616045.95,93598.74
Daniel Anderson,sarah.wilson@example.com,Australia,0,38,83320.09,19966.09,201399.18,84210.48
Sarah Wilson,alex.johnson@example.com,USA,1,30,79031.28,22548.88,777859.24,56764.94
Lisa White,andrew.martin@example.com,Germany,0,25,61824.06,9210.82,582185.41,65413.11
Emily Davis,jessica.taylor@example.com,Germany,1,50,67927.6,29602.7,1119075.71,50239.9
Jane Smith,lisa.white@example.com,USA,0,29,61421.31,12688.55,1290393.75,27696.75
Andrew Martin,andrew.martin@example.com,UK,0,24,113315.45,23005.28,1057605.41,54061.88
Steven Martinez,daniel.anderson@example.com,Canada,0,47,37111.77,9533.13,993655.67,96634.67
Mark Thompson,jessica.taylor@example.com,USA,0,66,49093.35,26927.6,64730.56,28703.04
Jessica Taylor,steven.martinez@example.com,Canada,0,46,65730.36,29466.19,378285.74,18536.74
Andrew Martin,chris.lee@example.com,Germany,1,53,122631.38,25455.06,443140.16,76980.93
Sarah Wilson,jessica.taylor@example.com,USA,1,28,108504.2,17730.95,653083.52,72574.45
Karen Clark,patricia.garcia@example.com,Germany,1,60,179175.21,19125.12,693550.65,47858.81
Karen Clark,patricia.garcia@example.com,Germany,0,70,52484.82,25978.92,528186.13,85122.77
Michael Brown,jessica.taylor@example.com,Germany,1,36,86576.96,16027.54,661174.49,92506.52
Sarah Wilson,mark.thompson@example.com,USA,1,39,53129.09,5703.76,1426202.01,5579.89
Jane Smith,emily.davis@example.com,Australia,1,36,80599.59,3014.16,1248554.27,46169.97
Daniel Anderson,chris.lee@example.com,Australia,1,19,61699.4,1249.72,1031335.15,66308.83
Michael Brown,sarah.wilson@example.com,USA,0,60,73906.84,8202.88,976563.53,39014.75
Karen Clark,jane.smith@example.com,Australia,0,62,56210.28,28419.7,371323.61,34817.61
Daniel Anderson,jessica.taylor@example.com,USA,1,26,50205.67,2008.62,1842891.42,44921.75
Jessica Taylor,jessica.taylor@example.com,Australia,1,22,162591.29,17612.14,366406.93,48926.31
Michael Brown,daniel.anderson@example.com,USA,0,56,70328.58,31657.83,1257089.36,49798.7
Daniel Anderson,patricia.garcia@example.com,Canada,0,67,82172.99,14864.77,229116.19,55675.87
Jessica Taylor,john.doe@example.com,Canada,1,61,179212.74,24662.12,512856.94,5262.9
Daniel Anderson,lisa.white@example.com,USA,0,25,107054.8,20323.59,981541.59,23952.36
Alex Johnson,karen.clark@example.com,UK,1,45,118564.49,10091.61,658534.46,66595.6
Steven Martinez,andrew.martin@example.com,USA,0,24,87567.69,2873.47,1184561.94,41229.94
Steven Martinez,daniel.anderson@example.com,USA,1,68,61124.83,24483.07,1385448.06,81546.37
Jane Smith,steven.martinez@example.com,USA,0,55,56185.05,5297.15,773419.9,95988.61
John Doe,alex.johnson@example.com,Australia,0,28,187234.76,17905.36,1050250.62,6779.36
Lisa White,daniel.anderson@example.com,Germany,0,27,50828.57,32901.25,945650.67,25475.19
Sarah Wilson,chris.lee@example.com,UK,1,18,76772.38,10913.57,417589.46,88633.23
John Doe,emily.davis@example.com,Canada,0,43,69487.42,4118.43,1726322.89,7785.84
Jane Smith,emily.davis@example.com,Australia,1,27,45654.4,32962.17,760171.66,51684.36
Sarah Wilson,mark.thompson@example.com,Germany,0,55,38458.95,3166.38,1218355.83,6715.54
Steven Martinez,andrew.martin@example.com,Canada,0,70,45412.44,26678.99,1005407.89,41544.37
Andrew Martin,lisa.white@example.com,USA,1,30,46070.82,13350.64,1574266.69,36984.78
Mark Thompson,sarah.wilson@example.com,Canada,1,54,89813,7194.65,722843.42,29788.51
Jane Smith,jane.smith@example.com,Germany,0,43,49137.81,30842.12,249554.45,24064.77
Daniel Anderson,john.doe@example.com,Australia,1,28,110304.19,33807.66,739117.54,48437.32
Chris Lee,alex.johnson@example.com,UK,0,47,133594.29,30777.62,391258.43,26462.95
Lisa White,karen.clark@example.com,UK,0,58,69115.81,10487.06,101473.94,69107.09
Chris Lee,jessica.taylor@example.com,USA,0,44,102992.4,1984.64,950707.8,53225.61
Daniel Anderson,andrew.martin@example.com,Germany,0,63,47250.23,22546.81,1399731.43,80016.24
Alex Johnson,andrew.martin@example.com,Canada,0,45,57619.81,3732.17,666809.14,60942.9
Mark Thompson,mark.thompson@example.com,USA,0,44,59354.48,9957.25,1000455.09,65422.75
Steven Martinez,karen.clark@example.com,USA,1,70,162979.22,34085.07,1097364.2,70647.6
Patricia Garcia,lisa.white@example.com,Germany,1,23,66018.56,1648.79,216361.01,44945.16
Daniel Anderson,mark.thompson@example.com,Canada,1,23,83729.79,29964.67,1326403.23,17068.09
Alex Johnson,michael.brown@example.com,USA,0,26,92730.72,14415.37,783964.02,56418.72
Lisa White,daniel.anderson@example.com,Canada,0,26,62141.17,34406.64,1244966.69,10102.86
Lisa White,alex.johnson@example.com,Canada,1,18,123616.49,1786.42,159513.77,75364.71
Mark Thompson,mark.thompson@example.com,Canada,0,62,48806.28,4349.94,1179901.53,50757.77
Karen Clark,alex.johnson@example.com,Canada,1,24,46742.65,31310.58,434408.42,17595.03
Andrew Martin,alex.johnson@example.com,USA,1,53,105057.68,3778.84,1257877.57,15165.71
Karen Clark,chris.lee@example.com,Australia,1,54,133815.38,15367.43,171176.45,15523.67
Karen Clark,andrew.martin@example.com,Germany,0,28,49151.19,6018.39,716628.37,86241.57
Karen Clark,emily.davis@example.com,USA,1,53,73920.9,33406.95,683752.7,40984.25
Mark Thompson,jessica.taylor@example.com,UK,0,69,63977.85,8376.36,673662.93,64602.49
Alex Johnson,john.doe@example.com,Canada,1,37,107947.14,1237.78,1013441.67,70851.98
Lisa White,jane.smith@example.com,USA,0,30,94876.26,14604.93,1694111.05,71981.82
Daniel Anderson,sarah.wilson@example.com,UK,1,69,93535.94,11927.79,114218.68,32037.85
Sarah Wilson,jessica.taylor@example.com,USA,1,23,125081.32,13163.13,1199592.34,85497.33
Mark Thompson,steven.martinez@example.com,USA,1,51,98670.97,22436.78,450872.9,31654.89
Chris Lee,andrew.martin@example.com,UK,1,52,71010.9,9503.84,602688.26,31883.18
Michael Brown,emily.davis@example.com,UK,1,61,106161.23,34639.03,1445974.27,66738.61
Patricia Garcia,lisa.white@example.com,Australia,1,25,157452.41,16192.95,1409788.89,64064.84
Emily Davis,mark.thompson@example.com,Australia,0,31,130753.27,16610.13,343332,64150.54
Daniel Anderson,emily.davis@example.com,USA,0,41,67880.95,34961.94,573269.14,82045.76
John Doe,john.doe@example.com,Canada,0,56,86393.28,3228.19,385045.89,27133.49
Mark Thompson,chris.lee@example.com,USA,0,50,97717.2,8726.18,785461.46,26038.61
Mark Thompson,karen.clark@example.com,UK,1,58,53086.78,16412.95,1661905.3,63048.85
Daniel Anderson,chris.lee@example.com,Australia,1,26,40974.54,2120.08,1217507.35,95959.32
Jessica Taylor,emily.davis@example.com,Canada,1,45,150508.38,2270.14,213107.37,98177.69
John Doe,chris.lee@example.com,USA,1,31,107563.08,29864.88,815010.62,89522.64
John Doe,john.doe@example.com,UK,1,38,102875.52,31091.99,666707.53,42791.07
Chris Lee,patricia.garcia@example.com,Australia,1,20,74416.25,15222.02,1011056.97,90102.2
John Doe,jane.smith@example.com,UK,0,69,100545.04,16678.3,318455.64,22973.78
Emily Davis,jessica.taylor@example.com,USA,0,51,149359.41,4434.76,794848.42,36231.93
Alex Johnson,lisa.white@example.com,Germany,0,26,40413.1,17585.72,688433.31,15663.92
Jessica Taylor,michael.brown@example.com,Canada,0,69,127340.12,26126.79,202793.68,61674.07
John Doe,mark.thompson@example.com,Canada,1,18,78069.65,24726.28,190504.59,61570.83
Alex Johnson,lisa.white@example.com,Germany,0,61,126681.23,23457.09,247281.3,69453.23
Emily Davis,sarah.wilson@example.com,USA,0,46,134041.58,27634.65,586059.67,94050.31
Emily Davis,jane.smith@example.com,Canada,0,61,100907.78,20946.7,621411.17,20279.58
Karen Clark,jessica.taylor@example.com,Germany,1,38,68981.38,8278.5,1050957.65,93010.98
Michael Brown,patricia.garcia@example.com,Germany,0,48,106405.65,8712.35,437161.93,37038.94
Karen Clark,andrew.martin@example.com,Canada,1,65,108284.88,27905.93,944568.47,62137.09
Sarah Wilson,michael.brown@example.com,Canada,1,55,130312.73,6079.42,1227715.16,52164.9
John Doe,karen.clark@example.com,Germany,1,49,90967.3,17487.64,979447.21,38798.09
Patricia Garcia,alex.johnson@example.com,Canada,1,37,59663.56,13306.11,179043.49,51857.97
Jessica Taylor,chris.lee@example.com,Germany,1,23,124071.03,4155.9,1052345.96,46486.82
Daniel Anderson,lisa.white@example.com,USA,0,35,91039.62,3133.57,718624.95,62891.9
Patricia Garcia,jessica.taylor@example.com,UK,0,26,152766.04,6923.94,298788.98,31677.6
Andrew Martin,andrew.martin@example.com,Canada,0,24,121440.29,27518.59,1044301.01,18218.51
Patricia Garcia,jessica.taylor@example.com,USA,1,27,115992.64,33947.36,1224428.84,86365.3
Lisa White,patricia.garcia@example.com,Germany,1,37,50464.91,19643.89,904141.2,51181.85
Daniel Anderson,alex.johnson@example.com,USA,0,62,31129.84,9976.67,780062.39,59648.4
Lisa White,chris.lee@example.com,UK,0,29,78167.36,30359.79,721774.09,8816.75
Karen Clark,patricia.garcia@example.com,USA,1,57,121704.53,18471.65,964213.27,27493.41
Alex Johnson,chris.lee@example.com,Canada,0,59,135835.23,26644.56,1066451.22,75141.41
Patricia Garcia,jane.smith@example.com,Canada,0,66,125171.94,31751.7,974379.73,17938.45
Daniel Anderson,karen.clark@example.com,Germany,0,44,42666.56,19738.09,409901.81,7399.92
John Doe,sarah.wilson@example.com,Canada,0,30,43063.24,8074.53,354884.5,88487.77
Jane Smith,andrew.martin@example.com,Germany,0,48,63410.55,30743.12,860165.03,46020.15
Sarah Wilson,patricia.garcia@example.com,Canada,1,31,79749.58,34094.95,460898.28,72268.65
Jessica Taylor,john.doe@example.com,UK,0,62,77848.15,14641.81,1093630.76,59468.69
Steven Martinez,steven.martinez@example.com,Germany,1,66,111016.58,1425.41,583300.22,22837.78
Alex Johnson,andrew.martin@example.com,USA,1,30,64990.76,17090.21,713373.1,12601.54
John Doe,steven.martinez@example.com,Australia,1,58,52193.59,22052.6,1806722.69,46822.09
Sarah Wilson,chris.lee@example.com,Canada,0,58,93587.41,21478.78,416230.36,66692.03
Michael Brown,patricia.garcia@example.com,USA,0,37,112021.16,5156.03,812622.69,33869.36
Emily Davis,chris.lee@example.com,USA,1,46,108426.33,6545.75,561008.11,80691.77
Michael Brown,steven.martinez@example.com,Germany,1,34,57189.95,12206.25,662323.25,45800.08
Karen Clark,patricia.garcia@example.com,Australia,0,68,174710.79,23274.6,427700.13,54762.07
Patricia Garcia,daniel.anderson@example.com,Canada,1,55,48457.65,14424.94,426840.9,11518.45
Daniel Anderson,emily.davis@example.com,UK,1,45,110280.03,14821.87,832407.33,27700.16
John Doe,michael.brown@example.com,Germany,1,29,118391.34,14687.63,718960.19,64922.57
Jane Smith,alex.johnson@example.com,UK,1,47,27141.9,1085.28,987116.25,20704.89
Mark Thompson,andrew.martin@example.com,UK,1,69,83641.82,31933.87,1194291.2,58802.88
Karen Clark,alex.johnson@example.com,USA,0,26,72431.78,3504.01,1329600.02,98831.92
Alex Johnson,alex.johnson@example.com,USA,0,48,111585.31,15472.48,1151484.07,81733.74
Steven Martinez,sarah.wilson@example.com,USA,0,19,77053.43,26906.27,486031.68,43055.38
Jane Smith,john.doe@example.com,Canada,0,24,65785.53,14218.83,1205740.91,49040.55
Chris Lee,jane.smith@example.com,UK,1,40,110809.27,5355.04,1803579.21,36934.07
Chris Lee,karen.clark@example.com,UK,0,56,50972.72,21331.33,827385.27,68407.88
Jessica Taylor,karen.clark@example.com,USA,0,42,144823.35,1634.24,427024.25,44994.98
Alex Johnson,emily.davis@example.com,USA,0,44,105660.11,4427.13,1531295.86,91492.07
Daniel Anderson,karen.clark@example.com,Canada,0,40,118470.25,17336.43,1333000.39,93261.2
Lisa White,lisa.white@example.com,Canada,1,67,67242.76,2391.42,760539.6,37455.52
Emily Davis,lisa.white@example.com,Germany,1,33,72471.52,21560.71,339045.33,51907.39
Jessica Taylor,sarah.wilson@example.com,Australia,1,59,123288.15,17617.66,274649.94,87614.57
Jane Smith,mark.thompson@example.com,Germany,1,33,87404.86,10945.36,1359031.75,55532.09
Steven Martinez,jessica.taylor@example.com,USA,1,47,72512.82,18653.19,750564.95,67395.9
Alex Johnson,sarah.wilson@example.com,Germany,1,18,114399.68,16745.15,1048563.95,25345.61
Alex Johnson,alex.johnson@example.com,Germany,1,24,87693.83,2479.99,252858.42,65654.93
John Doe,jessica.taylor@example.com,UK,0,21,104933.19,2202.34,517567.28,23529.63
Karen Clark,patricia.garcia@example.com,USA,0,59,60496.82,13182.46,730130.32,67355.28
Sarah Wilson,andrew.martin@example.com,Canada,0,44,99393.69,13795.31,1508529.62,32784.14
Daniel Anderson,lisa.white@example.com,USA,0,24,172992.91,23118.62,558747.22,68463.28
Karen Clark,emily.davis@example.com,Australia,1,29,61581.16,25369.22,1399147.09,32807.9
John Doe,daniel.anderson@example.com,USA,0,44,65839.46,881.28,718871.64,64196.85
Alex Johnson,daniel.anderson@example.com,USA,0,40,59673.02,13872.01,476080.38,94426.71
Lisa White,patricia.garcia@example.com,Canada,0,59,64048.28,25233.74,382736.75,85048.97
Patricia Garcia,emily.davis@example.com,Canada,1,25,93022.74,7423.68,925585.54,69938.42
Steven Martinez,lisa.white@example.com,USA,0,30,68503.19,18665.11,678386.7,65404.34
Jane Smith,patricia.garcia@example.com,UK,1,34,103475.74,21417.78,420216.08,72350.43
Karen Clark,mark.thompson@example.com,USA,1,40,113105.51,4788.97,531533.35,83277.99
Alex Johnson,jessica.taylor@example.com,UK,1,24,87533.89,13111.4,379935.91,61729.89
Chris Lee,sarah.wilson@example.com,Canada,1,61,86503.36,31715.11,742352.83,28612.41
Michael Brown,steven.martinez@example.com,Germany,0,27,83567.06,11285.04,575751.1,6617.78
Daniel Anderson,patricia.garcia@example.com,Australia,1,69,77445.65,22283.47,196415.72,60373.24
Jessica Taylor,alex.johnson@example.com,UK,1,38,109061.74,11453.5,306315.22,72634.95
Jane Smith,andrew.martin@example.com,USA,0,27,58220.37,2686.56,593157.09,91412.89
Karen Clark,jane.smith@example.com,Germany,1,38,57693.24,21055.63,381713.85,77390.33
Mark Thompson,patricia.garcia@example.com,Australia,1,66,95594.17,16976.15,1865834.87,70835.71
Steven Martinez,karen.clark@example.com,Australia,1,18,145217.53,7151.45,405900.8,10040.51
Alex Johnson,emily.davis@example.com,USA,1,67,133803.79,5889.44,260401.68,76359.2
Andrew Martin,chris.lee@example.com,USA,1,63,84482.38,33294.5,602863.52,91096.52
Daniel Anderson,emily.davis@example.com,UK,0,46,81429.58,25385.82,1667204.8,17915.4
Jessica Taylor,lisa.white@example.com,Canada,1,29,130865.83,24448.55,1190643.05,86313.72
Patricia Garcia,andrew.martin@example.com,UK,1,65,88488.4,12805.7,645159.23,82085.11
Patricia Garcia,karen.clark@example.com,Canada,1,18,181991.82,11512.79,387062.7,72901
Karen Clark,jessica.taylor@example.com,Canada,0,29,80055.22,1866.91,585948.67,53917.52
Daniel Anderson,karen.clark@example.com,USA,0,58,83698.11,14073.12,584028.63,61541.29
Jessica Taylor,daniel.anderson@example.com,UK,1,45,81247.79,29143.38,1341056.77,86666.42
Chris Lee,jane.smith@example.com,Germany,1,28,42348.57,12136.1,568106.91,9845.74
Michael Brown,patricia.garcia@example.com,Canada,0,46,86017.49,21207.04,498113.85,53982.74
John Doe,chris.lee@example.com,Germany,0,47,38489.3,13357.89,391402.64,45991.46
Andrew Martin,steven.martinez@example.com,Canada,1,21,78813.81,1721.34,253368.84,68415.25
Steven Martinez,michael.brown@example.com,Germany,1,30,156285.88,23945.48,1001856.31,81732.46
John Doe,chris.lee@example.com,Germany,0,70,75482.95,23076.28,494194.44,19059.29
Steven Martinez,alex.johnson@example.com,Germany,0,50,77631.11,16208.95,1065969.69,23723.4
Emily Davis,alex.johnson@example.com,Australia,1,41,59611.76,28208.29,1244111.64,21767.88
Lisa White,karen.clark@example.com,Canada,1,33,110514.9,25863.06,899617.5,50146.74
Patricia Garcia,steven.martinez@example.com,Australia,0,38,132155.72,23080.29,1424367.31,79902.06
Michael Brown,steven.martinez@example.com,Canada,0,48,61001.21,30404.17,340004.42,62591.97
Sarah Wilson,michael.brown@example.com,Germany,0,69,34852.57,11590.38,130660.64,64737.8
Jessica Taylor,chris.lee@example.com,Canada,1,36,38279.46,10621.05,838316.54,52289.08
Michael Brown,jane.smith@example.com,USA,1,33,71296.39,3239.29,311996.89,64508.66
Chris Lee,michael.brown@example.com,Canada,0,28,193600.76,22437.31,402396.68,28021.67
Michael Brown,andrew.martin@example.com,UK,1,33,156930.31,10006.87,908996.85,38796.32
Lisa White,daniel.anderson@example.com,Germany,0,63,45838.79,3914.18,849591.88,37330.39
Andrew Martin,mark.thompson@example.com,Canada,1,56,80623.48,13088.31,1320824.11,94467.06
Karen Clark,chris.lee@example.com,USA,1,63,121211.39,10210.43,780678.06,95407.66
Mark Thompson,lisa.white@example.com,Canada,1,55,186063.87,5827.67,449176.65,46602.74
